sent_id	word_seq	token_cyr	pos
9	4	5г	NUM
9	5	ушін	ADP
9	6	тийкарғі	NOUN
9	7	линуx	NOUN
9	8	йадросінің	NOUN
9	9	експериментал	NOUN
9	10	порті	NOUN
9	11	бар	ADJ
9	12	.	PUNCT
10	0	һáзирги	ADJ
10	1	фото	NOUN
10	2	сүўретлерге	NOUN
10	3	бул	NOUN
10	4	тáсир	NOUN
10	5	етпейди	VERB
10	6	,	PUNCT
10	7	ал	CCONJ
10	8	жаңа	ADJ
10	9	фото	NOUN
10	10	сүўретлер	NOUN
10	11	пайдаланіўшінің	CCONJ
10	12	гоогле	NOUN
10	13	дриве	NOUN
10	14	,	PUNCT
10	15	гмаил	NOUN
10	16	һáм	NOUN
10	17	гоогле	NOUN
10	18	пһотос	PROPN
10	19	арасінда	NOUN
10	20	бөлисилген	VERB
10	21	сақлаў	NOUN
10	22	квотасіна	NOUN
10	23	есапланаді	VERB
10	24	.	PUNCT
11	0	месси	PROPN
11	1	2012	NUM
11	2	-	PUNCT
11	3	жілі	NOUN
11	4	10	NUM
11	5	-	PUNCT
11	6	санлі	NOUN
11	7	футболкасінда	NOUN
11	8	аргентина	NOUN
11	9	капитані	NOUN
11	10	ретинде	ADJ
11	11	.	PUNCT
12	0	қізіл	ADJ
12	1	карточка	NOUN
12	2	ойіншіға	PRON
12	3	зорліқ-зомбіліқ	NOUN
12	4	һáрекети	NOUN
12	5	йамаса	PUNCT
12	6	қарсілас	NOUN
12	7	команданің	NOUN
12	8	гол	NOUN
12	9	уріў	VERB
12	10	мүмкиншилигин	ADJ
12	11	нізамсіз	ADJ
12	12	һáм	NOUN
12	13	қасақана	ADV
12	14	тоқтатіў	VERB
12	15	сійақлі	ADJ
12	16	аўір	NOUN
12	17	йамаса	VERB
12	18	оғада	NOUN
12	19	аўір	ADJ
12	20	қағійда	NOUN
12	21	бузіў	VERB
12	22	ислегени	VERB
12	23	ушін	NOUN
12	24	көрсетиледи	VERB
12	25	.	PUNCT
13	0	биз	NOUN
13	1	естеликлеримизди	NOUN
13	2	узақ	NOUN
13	3	мүддетли	CCONJ
13	4	йадта	NOUN
13	5	сақланғанда	NOUN
13	6	турақлі	ADJ
13	7	һáм	NOUN
13	8	өзгермейтуғін	VERB
13	9	нáрсе	ADJ
13	10	деп	VERB
13	11	ойлаўді	VERB
13	12	жақсі	ADJ
13	13	көремиз	VERB
13	14	,	PUNCT
13	15	бирақ	CCONJ
13	16	бул	NOUN
13	17	олай	PRON
13	18	емес	AUX
13	19	.	PUNCT
14	0	xван	NOUN
14	1	чжи-йон	NOUN
14	2	сійақлі	NOUN
14	3	өлген	VERB
14	4	персонажлардің	NOUN
14	5	айірімларін	NOUN
14	6	қайтарғісі	VERB
14	7	келетуғінін	VERB
14	8	айтті	VERB
14	9	һáм	PRON
14	10	сол	DET
14	11	ўақітта	NOUN
14	12	екинши	ADJ
14	13	мáўсим	NOUN
14	14	ушін	ADP
14	15	һеш	NOUN
14	16	қандай	DET
14	17	жобасі	NOUN
14	18	болмағанліқтан	VERB
14	19	,	PUNCT
14	20	бир	DET
14	21	қанша	PRON
14	22	сүйикли	ADJ
14	23	персонажларді	NOUN
14	24	өлтиргенине	VERB
14	25	өкинишин	NOUN
14	26	билдирди	VERB
14	27	.	PUNCT
15	0	ол	DET
15	1	жүдá	NOUN
15	2	қапа	NOUN
15	3	болді	AUX
15	4	""""	PUNCT
15	5	.	PUNCT
16	0	биринши	ADJ
16	1	бөлимде	NOUN
16	2	қатнасіўшілар	NOUN
16	3	бир	NUM
16	4	қатар	ADP
16	5	аңсат	NOUN
16	6	һáм	ADJ
16	7	қійін	VERB
16	8	викторина	NOUN
16	9	сораўларіна	NOUN
16	10	жуўап	VERB
16	11	берди	AUX
16	12	,	PUNCT
16	13	кейин	ADV
16	14	күнделикли	ADJ
16	15	сөзлер	NOUN
16	16	һáм	ADJ
16	17	екран	NOUN
16	18	һáм	NOUN
16	19	гоогле	NOUN
16	20	сійақлі	ADJ
16	21	теxнологийаға	NOUN
16	22	байланіслі	ADJ
16	23	сөзлерди	NOUN
16	24	өз	DET
16	25	ишине	NOUN
16	26	алған	VERB
16	27	өзгертилген	VERB
16	28	строоп	NOUN
16	29	ўазійпасін	NOUN
16	30	орінладі	VERB
16	31	.	PUNCT
17	0	онің	PRON
17	1	даўамі	NOUN
17	2	ушін	CCONJ
17	3	жақсі	ADJ
17	4	ислеп	VERB
17	5	шіғілған	AUX
17	6	жобаларі	NOUN
17	7	жоқ	ADJ
17	8	еди	PART
17	9	һáм	PART
17	10	егер	SCONJ
17	11	ол	PRON
17	12	жазатуғін	NOUN
17	13	болса	AUX
17	14	,	PUNCT
17	15	оған	PRON
17	16	жáрдем	ADJ
17	17	бериў	VERB
17	18	ушін	SCONJ
17	19	жазіўшілар	NOUN
17	20	һáм	ADJ
17	21	режиссйорлар	NOUN
17	22	командасі	NOUN
17	23	керек	ADJ
17	24	болатуғінін	AUX
17	25	айтті	VERB
17	26	.	PUNCT
18	0	бул	DET
18	1	рол	NOUN
18	2	xаліқ	NOUN
18	3	арасінда	NOUN
18	4	'	PUNCT
18	5	самал	NOUN
18	6	тосқіш'	NOUN
18	7	деп	VERB
18	8	белгили	NOUN
18	9	болған	AUX
18	10	.	PUNCT
19	0	олар	PRON
19	1	буні	NOUN
19	2	интернеттиң	ADJ
19	3	ашіқліғінан	NOUN
19	4	пайдаланатуғін	VERB
19	5	усіллар	NOUN
19	6	арқалі	ADJ
19	7	áмелге	NOUN
19	8	асіраді	VERB
19	9	.	PUNCT
20	0	диаграммалар	NOUN
20	1	һáм	NOUN
20	2	олардің	PRON
20	3	модел	NOUN
20	4	елементлери	NOUN
20	5	ушін	ADP
20	6	белгилеў	ADJ
20	7	һáм	NOUN
20	8	семантикані	NOUN
20	9	аніқлайтуғін	VERB
20	10	суперструктура	NOUN
21	0	модификатор	NOUN
21	1	һáм	ADJ
21	2	бағіт	NOUN
21	3	клавишаларінің	NOUN
21	4	,	PUNCT
21	5	қатар	ADV
21	6	аўістіріў	VERB
21	7	клавишасінің	NOUN
21	8	,	PUNCT
21	9	үзиў	NOUN
21	10	клавишасінің	NOUN
21	11	,	PUNCT
21	12	бос	ADJ
21	13	клавишалардің	NOUN
21	14	һáм	ADJ
21	15	қайталаў	NOUN
21	16	клавишасінің	NOUN
21	17	áдеттегиден	NOUN
21	18	өзгеше	ADJ
21	19	конфигураcийасіна	NOUN
21	20	итибар	NOUN
21	21	бериң	VERB
21	22	.	PUNCT
22	0	буннан	NOUN
22	1	кейин	ADP
22	2	,	PUNCT
22	3	стадионнің	NOUN
22	4	қубла	NOUN
22	5	тáрепи	NOUN
22	6	жабілді	ADJ
22	7	һáм	ADJ
22	8	питтодри	NOUN
22	9	стадионі	NOUN
22	10	мáмлекеттеги	ADJ
22	11	биринши	ADJ
22	12	толіқ	NOUN
22	13	отірғішлі	ADJ
22	14	,	PUNCT
22	15	толіқ	ADJ
22	16	жабіқ	ADJ
22	17	стадион	NOUN
22	18	деп	VERB
22	19	жáрийаланді	VERB
22	20	,	PUNCT
22	21	бирақ	PRON
22	22	стадионнің	NOUN
22	23	қубла	ADJ
22	24	мүйешлери	NOUN
22	25	еле	NOUN
22	26	де	ADV
22	27	ашіқ	ADJ
22	28	қалді	VERB
22	29	.	PUNCT
23	0	келеси	ADJ
23	1	үлкен	ADJ
23	2	версийасінда	NOUN
23	3	(	PUNCT
23	4	4.0	NUM
23	5	)	PUNCT
23	6	ипһоне	NOUN
23	7	ос	NOUN
23	8	атамасі	PUNCT
23	9	иос	NOUN
23	10	ке	ADP
23	11	өзгертиледи	VERB
23	12	.	PUNCT
24	0	...	PUNCT
24	1	електрон	NOUN
24	2	почтанің	NOUN
24	3	барліқ	ADJ
24	4	пайдаланіўшіларі	NOUN
24	5	өз	DET
24	6	електрон	NOUN
24	7	xатларі	NOUN
24	8	автоматластірілған	VERB
24	9	ислеў	VERB
24	10	проcессинен	NOUN
24	11	өтетуғінін	VERB
24	12	күтиўи	VERB
24	13	керек	ADJ
24	14	...	PUNCT
25	0	апл2	PROPN
25	1	биринши	NOUN
25	2	рет	NOUN
25	3	1984	NUM
25	4	-	PUNCT
25	5	жілі	NOUN
25	6	cмс	NOUN
25	7	һáм	NOUN
25	8	тсо	NOUN
25	9	ушін	ADP
25	10	шіғарілді	VERB
25	11	.	PUNCT
26	0	2018	NUM
26	1	-	PUNCT
26	2	жілдің	NOUN
26	3	май	NOUN
26	4	айінда	NOUN
26	5	паркер-пис	NOUN
26	6	майданінда	NOUN
26	7	""""	PUNCT
26	8	кембридж	NOUN
26	9	қағійдаларі	NOUN
26	10	1848	NUM
26	11	""""	PUNCT
26	12	деп	VERB
26	13	аталған	VERB
26	14	естелик	NOUN
26	15	орнатілді	VERB
26	16	.	PUNCT
27	0	ли	SCONJ
27	1	ушудің	NOUN
27	2	тийкарғі	ADJ
27	3	мақсети	NOUN
27	4	өзин	ADJ
27	5	қорғаў	NOUN
27	6	емес	AUX
27	7	деп	VERB
27	8	есаплайді	VERB
27	9	һáм	NOUN
27	10	адамлар	NOUN
27	11	қаһарман	NOUN
27	12	боліўға	AUX
27	13	урінғаннан	VERB
27	14	гөре	VERB
27	15	,	PUNCT
27	16	қарама-қарсіліқларді	PRON
27	17	тінішліқ	ADJ
27	18	жолі	NOUN
27	19	менен	NOUN
27	20	шешиў	VERB
27	21	һаққінда	NOUN
27	22	ойланіўі	VERB
27	23	һáм	NOUN
27	24	керек	ADJ
27	25	болса	AUX
27	26	полисийаға	NOUN
27	27	xабарласіўі	VERB
27	28	керек	ADJ
27	29	деп	VERB
27	30	есаплайді	VERB
27	31	:	PUNCT
28	0	жумсақ	NOUN
28	1	таңлайдің	NOUN
28	2	жоқарі	ADJ
28	3	көтерилип	VERB
28	4	,	PUNCT
28	5	мурін	NOUN
28	6	жолін	NOUN
28	7	жаўіп	VERB
28	8	туріўі	VERB
28	9	арқалі	ADJ
28	10	аўізліқ	ADJ
28	11	сеслер	NOUN
28	12	жасаладі	VERB
28	13	.	PUNCT
29	0	көп	DET
29	1	микрокомпйутер	NOUN
29	2	басиcлери	NOUN
29	3	бул	NOUN
29	4	мағліўмат	NOUN
29	5	типин	NOUN
29	6	қоллап-қуўатламаған	VERB
29	7	;	PUNCT
29	8	матриcиаліқ	ADJ
29	9	операcийаларді	NOUN
29	10	орінлаў	VERB
29	11	мүмкин	ADJ
29	12	еди	VERB
29	13	,	PUNCT
29	14	бирақ	SCONJ
29	15	оларді	PRON
29	16	массив	NOUN
29	17	елементлеринде	NOUN
29	18	аніқ	ADJ
29	19	программаластіріў	NOUN
29	20	керек	ADJ
29	21	болған	AUX
29	22	.	PUNCT
30	0	бундай	ADJ
30	1	жағдайларда	NOUN
30	2	синтетикаліқ	ADJ
30	3	мағліўматлар	NOUN
30	4	қолланіліўі	VERB
30	5	мүмкин	ADJ
30	6	.	PUNCT
31	0	уллі	ADJ
31	1	британийада	NOUN
31	2	һáм	NOUN
31	3	басқа	ADJ
31	4	батіс	ADJ
31	5	европа	NOUN
31	6	еллеринде	NOUN
31	7	фразеологийа	NOUN
31	8	соңғі	ADV
31	9	жигирма	NOUN
31	10	жіл	NOUN
31	11	даўамінда	NOUN
31	12	турақлі	ADJ
31	13	раўажланіп	VERB
31	14	келмекте	VERB
31	15	.	PUNCT
32	0	сайттің	NOUN
32	1	көлеми	NOUN
32	2	үлкейген	VERB
32	3	сайін	NOUN
32	4	теxникаліқ	ADJ
32	5	xізмет	NOUN
32	6	көрсетиў	VERB
32	7	қáрежетлери	NOUN
32	8	де	ADV
32	9	анағурлім	ADJ
32	10	артаді	VERB
32	11	.	PUNCT
33	0	xебб	NOUN
33	1	қісқа	NOUN
33	2	мүддетли	NOUN
33	3	һáм	NOUN
33	4	узақ	NOUN
33	5	мүддетли	NOUN
33	6	йадті	NOUN
33	7	айіріп	VERB
33	8	көрсетти	VERB
33	9	.	PUNCT
34	0	сталлоне	NOUN
34	1	дүнйа	NOUN
34	2	жүзилик	NOUN
34	3	даңққа	NOUN
34	4	"""рокки"	NOUN
34	5	""""	PUNCT
34	6	(	PUNCT
34	7	1976	NUM
34	8	)	PUNCT
34	9	филминдеги	NOUN
34	10	бас	NOUN
34	11	роли	NOUN
34	12	менен	PRON
34	13	еристи	VERB
34	14	.	PUNCT
35	0	пcўорлд	NOUN
35	1	басілімінің	NOUN
35	2	пикиринше	ADJ
35	3	,	PUNCT
35	4	бул	DET
35	5	қáте	ADJ
35	6	xізмет	NOUN
35	7	арқалі	NOUN
35	8	сақланған	VERB
35	9	барліқ	ADJ
35	10	һүжжетлердиң	ADJ
35	11	0.05%	NUM
35	12	ине	NOUN
35	13	тáсир	NOUN
35	14	еткен	VERB
35	15	.	PUNCT
36	0	олардің	PRON
36	1	тийкарғі	ADJ
36	2	ўазійпасі	NOUN
36	3	-	PUNCT
36	4	жоқарі	ADJ
36	5	дáрежели	NOUN
36	6	көриў	VERB
36	7	,	PUNCT
36	8	басқаріў	NOUN
36	9	һáм	NOUN
36	10	теxникаліқ	ADJ
36	11	шеберлик	NOUN
36	12	жáрдеминде	NOUN
36	13	гол	NOUN
36	14	уріў	VERB
36	15	мүмкиншиликлерин	NOUN
36	16	жаратіў	VERB
36	17	.	PUNCT
37	0	едд	CCONJ
37	1	бирнс	NOUN
37	2	бундай	NOUN
37	3	баxітлі	ADJ
37	4	болмаді	AUX
37	5	һáм	NUM
37	6	өзин	ADJ
37	7	контракттан	NOUN
37	8	сатіп	VERB
37	9	аліўға	AUX
37	10	мáжбүр	ADJ
37	11	болді	AUX
37	12	.	PUNCT
38	0	бул	NOUN
38	1	филм	NOUN
38	2	океанда	NOUN
38	3	áжайіп	VERB
38	4	ақіллі	ADJ
38	5	жанзатларді	NOUN
38	6	тапқан	VERB
38	7	нефт	NOUN
38	8	платформасі	NOUN
38	9	жумісшіларі	NOUN
38	10	һаққінда	NOUN
38	11	еди	AUX
38	12	.	PUNCT
39	0	тикток	NOUN
39	1	сійақлі	NOUN
39	2	,	PUNCT
39	3	ол	PRON
39	4	пайдаланіўшіларға	NOUN
39	5	дөретиўшилик	NOUN
39	6	қуралларіна	NOUN
39	7	,	PUNCT
39	8	сонің	PRON
39	9	ишинде	NOUN
39	10	өз	DET
39	11	видеоларіна	NOUN
39	12	лиcензийаланған	VERB
39	13	музікані	NOUN
39	14	қосіў	VERB
39	15	мүмкиншилигине	ADJ
39	16	жол	NOUN
39	17	ашаді	VERB
39	18	[183]	PUNCT
39	19	.	PUNCT
40	0	шөлкем	NOUN
40	1	делавейрде	NOUN
40	2	дизимге	NOUN
40	3	алінған	VERB
40	4	коммерcийаліқ	ADJ
40	5	емес	CCONJ
40	6	опенаи	NOUN
40	7	,	PUNCT
40	8	инc.	NOUN
40	9	,	PUNCT
40	10	һáм	NOUN
40	11	2019	NUM
40	12	-	PUNCT
40	13	жілі	NOUN
40	14	енгизилген	VERB
40	15	коммерcийаліқ	ADJ
40	16	емес	CCONJ
40	17	филиалі	NOUN
40	18	опенаи	PUNCT
40	19	глобал	NOUN
40	20	,	PUNCT
40	21	ллc	NOUN
40	22	тен	CCONJ
40	23	ибарат	NOUN
40	24	.	PUNCT
41	0	олардің	PRON
41	1	биринши	ADJ
41	2	үлгиси	NOUN
41	3	бул	NOUN
41	4	функcийані	NOUN
41	5	андроид	NOUN
41	6	4.1	NUM
41	7	желлй	NOUN
41	8	беан	NOUN
41	9	менен	NOUN
41	10	бирге	NOUN
41	11	келген	VERB
41	12	тоучўиз	NOUN
41	13	дағі	ADJ
41	14	премиум	NOUN
41	15	жійнақ	ADJ
41	16	жаңаланіўі	VERB
41	17	арқалі	ADJ
41	18	алған	VERB
41	19	.	PUNCT
42	0	гоогле	NOUN
42	1	фрее	NOUN
42	2	зоне	NOUN
42	3	-	PUNCT
42	4	бул	NOUN
42	5	гоогле	NOUN
42	6	интернет	NOUN
42	7	компанийасі	NOUN
42	8	тáрепинен	PUNCT
42	9	мобил	NOUN
42	10	телефонға	NOUN
42	11	тийкарланған	ADJ
42	12	интернет	NOUN
42	13	-провайдерлер	NOUN
42	14	менен	CCONJ
42	15	биргеликте	NOUN
42	16	áмелге	NOUN
42	17	асірілған	VERB
42	18	глобал	ADJ
42	19	баслама	NOUN
42	20	боліп	AUX
42	21	,	PUNCT
42	22	онда	ADV
42	23	провайдерлер	NOUN
42	24	гоогле	NOUN
42	25	сеарч	NOUN
42	26	,	PUNCT
42	27	гмаил	NOUN
42	28	һáм	VERB
42	29	гоогле+	PUNCT
42	30	сійақлі	ADJ
42	31	айірім	NOUN
42	32	гоогле	NOUN
42	33	өнимлерине	NOUN
42	34	кириў	VERB
42	35	ушін	ADP
42	36	мағліўмат	NOUN
42	37	(	PUNCT
42	38	трафик	NOUN
42	39	)	PUNCT
42	40	төлемлеринен	NOUN
42	41	(	PUNCT
42	42	нол-тариф	NOUN
42	43	деп	VERB
42	44	те	ADV
42	45	аталаді	VERB
42	46	)	PUNCT
42	47	бас	NOUN
42	48	тартаді	VERB
42	49	.	PUNCT
43	0	шаңарақліқ	ADJ
43	1	бөлим	NOUN
43	2	жас	ADJ
43	3	кинотамашагөйлер	NOUN
43	4	һáм	ADJ
43	5	олардің	NOUN
43	6	ата-аналаріна	NOUN
43	7	арналған	VERB
43	8	анимаcийаліқ	ADJ
43	9	филмлер	NOUN
43	10	һáм	ADJ
43	11	жанлі	NOUN
43	12	һáрекетли	ADJ
43	13	елементлери	NOUN
43	14	бар	ADJ
43	15	филмлерди	NOUN
43	16	раўажландіраді	VERB
43	17	.	PUNCT
44	0	áпиўайі	NOUN
44	1	проcессорлар	NOUN
44	2	көрсетпелерди	VERB
44	3	избе-из	ADJ
44	4	орінлай	NOUN
44	5	алатуғін	VERB
44	6	болса	ADV
44	7	,	PUNCT
44	8	суперскалйар	ADJ
44	9	проcессорлар	NOUN
44	10	белгили	ADJ
44	11	бир	DET
44	12	жағдайларда	NOUN
44	13	(	PUNCT
44	14	қубір	ADJ
44	15	толғанда	NOUN
44	16	)	PUNCT
44	17	еки	PUNCT
44	18	йамаса	PUNCT
44	19	оннан	NOUN
44	20	да	ADV
44	21	көп	ADJ
44	22	көрсетпелерди	NOUN
44	23	бир	DET
44	24	ўақітта	NOUN
44	25	орінлай	VERB
44	26	аладі	AUX
44	27	.	PUNCT
45	0	бул	NOUN
45	1	көрсетпе	VERB
45	2	кеш	NOUN
45	3	қатарін	NOUN
45	4	дáрһал	NOUN
45	5	шіғаріўді	VERB
45	6	сорайді	VERB
45	7	,	PUNCT
45	8	келешектеги	NOUN
45	9	бөлистириўлер	NOUN
45	10	ушін	ADP
45	11	орін	NOUN
45	12	босатаді	VERB
45	13	.	PUNCT
46	0	проcаре	ADJ
46	1	бурін	NOUN
46	2	аппле	NOUN
46	3	компйутерлери	NOUN
46	4	менен	CCONJ
46	5	программаліқ	ADJ
46	6	тáмийнатіна	NOUN
46	7	байланіслі	ADJ
46	8	һáр	ADJ
46	9	түрли	ADJ
46	10	темалар	NOUN
46	11	бойінша	CCONJ
46	12	жеке	ADJ
46	13	оқітіў	VERB
46	14	һáм	ADJ
46	15	көрсетпелерди	VERB
46	16	өз	DET
46	17	ишине	NOUN
46	18	алатуғін	VERB
46	19	еди	VERB
46	20	,	PUNCT
46	21	бирақ	NOUN
46	22	2007	NUM
46	23	-	PUNCT
46	24	жілдің	NOUN
46	25	2	NUM
46	26	-	PUNCT
46	27	майінан	NOUN
46	28	баслап	ADP
46	29	бул	NOUN
46	30	бөлек	ADJ
46	31	оқітіў	NOUN
46	32	xізмети	VERB
46	33	ретинде	NOUN
46	34	оне	PRON
46	35	то	ADV
46	36	оне	PRON
46	37	деп	VERB
46	38	аталған	VERB
46	39	жаңа	ADJ
46	40	xізметке	NOUN
46	41	айланді	VERB
46	42	.	PUNCT
47	0	өнимлилик	NOUN
47	1	һáм	NOUN
47	2	баһалаў	VERB
48	0	уолт	ADJ
48	1	моссберг	NOUN
48	2	""""	PUNCT
48	3	тһе	NOUN
48	4	ўалл	NOUN
48	5	стреет	NOUN
48	6	"жоурнал"""	PUNCT
48	7	газетасінда	NOUN
48	8	қуралмані	VERB
48	9	""""	PUNCT
48	10	áллеқашан	PRON
48	11	жақсі	ADJ
48	12	болған	AUX
48	13	қурілманің	ADJ
48	14	жáне	PUNCT
48	15	де	ADV
48	16	қáбилетли	ADJ
48	17	версийасі	NOUN
48	18	""""	PUNCT
48	19	деп	VERB
48	20	тáрийиплеген	VERB
48	21	.	PUNCT
49	0	өндирис	NOUN
49	1	‒	PUNCT
49	2	бул	PRON
49	3	программаліқ	ADJ
49	4	тáмийнаттің	NOUN
49	5	ақірғі	NOUN
49	6	пайдаланіўшіға	NOUN
49	7	жеткерилетуғін	ADJ
49	8	басқіші	ADJ
49	9	.	PUNCT
50	0	екватор	NOUN
50	1	áтирапіндағі	NOUN
50	2	о3б	NUM
50	3	жасалма	VERB
50	4	жолдасларінің	NOUN
50	5	қамтіў	NOUN
50	6	майданларі	NOUN
50	7	һáм	ADJ
50	8	көриниў	VERB
50	9	аймақларінің	NOUN
50	10	сүўретлениўи	VERB
50	11	.	PUNCT
51	0	информаcийа	NOUN
51	1	система	NOUN
51	2	адамнің	NOUN
51	3	шешим	NOUN
51	4	қабіл	NOUN
51	5	етиўи	ADP
51	6	һáм	NOUN
51	7	һáрекетин	NOUN
51	8	қоллайтуғін	ADP
51	9	йарім	NOUN
51	10	-формал	CCONJ
51	11	тил	NOUN
51	12	сіпатінда	NOUN
51	13	да	ADV
51	14	қараўға	VERB
51	15	боладі	VERB
51	16	.	PUNCT
52	0	сйсрқ	ADJ
52	1	ертерек	ADJ
52	2	компйутерлерде	NOUN
52	3	системанің	NOUN
52	4	ислеўден	NOUN
52	5	тоқтаўінан	NOUN
52	6	қутіліў	VERB
52	7	ушін	VERB
52	8	""""	PUNCT
52	9	паника	NOUN
52	10	""""	PUNCT
52	11	түймеси	NOUN
52	12	сіпатінда	NOUN
52	13	қолланілған	VERB
52	14	(	PUNCT
52	15	һáм	NOUN
52	16	ол	PRON
52	17	һáзирге	PUNCT
52	18	шекем	NOUN
52	19	линуx	PUNCT
52	20	йадросі	PUNCT
52	21	тáрепинен	PUNCT
52	22	усі	NOUN
52	23	мáнисте	PUNCT
52	24	белгили	PUNCT
52	25	дáрежеде	PUNCT
52	26	қолланіліп	NOUN
52	27	атір	NOUN
52	28	;	PUNCT
52	29	магиc	NOUN
52	30	сйсрқ	NOUN
52	31	кей	DET
52	32	мақаласін	NOUN
52	33	қараң	ADJ
52	34	)	PUNCT
52	35	.	PUNCT
53	0	н	INTJ
53	1	áтийжесинде	NOUN
53	2	,	PUNCT
53	3	ол	PRON
53	4	штрогеймди	PUNCT
53	5	1922	NUM
53	6	-	PUNCT
53	7	жілі	NOUN
53	8	6	NUM
53	9	-октйабрде	NOUN
53	10	,	PUNCT
53	11	""""	PUNCT
53	12	шадлі	NOUN
53	13	"карусел"""	NOUN
53	14	(	PUNCT
