Sent_ID	Token	POS_Tag
13	Age	PROPN
13	gazetasında	NOUN
13	súwretlep	NOUN
13	atırıp	VERB
13	,	PUNCT
13	Piter	PROPN
13	Roebuk	PROPN
13	Grem	PROPN
13	Dillidiń	PROPN
13	"	PUNCT
13	belgisizlik	NOUN
13	dálizi	NOUN
13	boylap"	NUM
13	boul	NUM
13	islegenin	NOUN
13	jazadı	NUM
13	hám	CCONJ
13	bul	NUM
13	"amerikalı	NUM
13	sóz	NUM
13	dizbegi"	NUM
13	"off	NUM
13	stamptıń	NOUN
13	ústinde	NOUN
13	yamasa	NOUN
13	sırtında	NOUN
13	boul	NUM
13	islew"	NUM
13	ushın	ADP
13	qollanılatuǵının	NOUN
13	túsindiredi	VERB
13	.	PUNCT
14	Paydalanıwshılar	PROPN
14	sonday	PROPN
14	-	PUNCT
14	aq	NOUN
14	izlew	NOUN
14	nátiyjelerinde	NOUN
14	ashıq	NUM
14	hám	CCONJ
14	pornografiyalıq	NUM
14	mazmunnıń	NUM
14	payda	NOUN
14	bolıwın	NUM
14	aldın	VERB
14	alıwǵa	VERB
14	baǵdarlanǵan	VERB
14	filtrlew	NOUN
14	texnologiyası	NOUN
14	"	PUNCT
14	SafeSearch"'ti	PROPN
14	iske	NOUN
14	túsire	NOUN
14	aladı	VERB
14	.	PUNCT
15	Onıń	NUM
15	bas	NOUN
15	ekranında	NOUN
15	qosımshalardan	NOUN
15	jańalanıwlar	VERB
15	aǵımın	NOUN
15	kórsetetuǵın	VERB
15	"	PUNCT
15	janlı	ADJ
15	plitkalar"	NOUN
15	hám	CCONJ
15	integraciyalanǵan	VERB
15	Microsoft	PROPN
15	Office	PROPN
15	qosımshaları	NOUN
15	bar	NOUN
15	edi	AUX
15	.	PUNCT
16	"	PUNCT
16	Biypul	NUM
16	programmalıq	NOUN
16	támiynat"	NOUN
16	anıqlamasına	VERB
16	sáykes	NUM
16	keliw	VERB
16	ushın	ADP
16	,	PUNCT
16	BPTF	NOUN
16	programmalıq	NOUN
16	támiynat	NOUN
16	licenziyasını'ń	NOUN
16	BPTF	NOUN
16	tárepinen	NUM
16	programmalıq	NOUN
16	támiynat	NOUN
16	paydalanıwshısınıń	NOUN
16	"	PUNCT
16	Tórt	PROPN
16	Tiykarǵı	PROPN
16	Erkinligi"	PROPN
16	dep	NOUN
16	atalatuǵın	VERB
16	puqaralıq	NUM
16	erkinlikler	NOUN
16	/	PUNCT
16	adam	NOUN
16	huqıqların	NUM
16	húrmet	NOUN
16	etiwdi	VERB
16	talap	NOUN
16	etedi	VERB
16	.	PUNCT
17	Konsalting	NOUN
17	sıyaqlı	ADJ
17	ayırım	NOUN
17	tarawlarda	NOUN
17	frilanserler	NOUN
17	klientlerden	NOUN
17	jazbasha	NUM
17	shártnamalarǵa	NUM
17	qol	NOUN
17	qoyıwdı	VERB
17	talap	NOUN
17	etiwi	NOUN
17	múmkin	NOUN
17	.	PUNCT
18	Qala	PROPN
18	jáne	PROPN
18	de	CCONJ
18	Cotton	PROPN
18	Bowl	PROPN
18	da	CCONJ
18	State	PROPN
18	Fair	PROPN
18	Classic	PROPN
18	hám	CCONJ
18	Heart	PROPN
18	of	INTJ
18	Dallas	PROPN
18	Bowl	PROPN
18	turnirlerin	NOUN
18	ótkeredi	PROPN
18	.	PUNCT
19	Komandanıń	PROPN
19	MTNlarǵa	NOUN
19	erisiw	VERB
19	isenimliligi	NOUN
19	qanday	NOUN
19	?	PUNCT
20	Pochta	PROPN
20	dizimleri	NOUN
20	hám	CCONJ
20	IRC	NOUN
20	sıyaqlı	NUM
20	qurallar	NOUN
20	baǵdarlamashılar	NOUN
20	arasında	ADJ
20	qátelerdi	NUM
20	úylestiriw	VERB
20	hám	CCONJ
20	talqılaw	NUM
20	ushın	ADP
20	qural	NOUN
20	bolıp	VERB
20	xızmet	NOUN
20	etedi	VERB
20	.	PUNCT
21	Tarmaqlanıwsız	ADJ
21	bir	DET
21	neshe	NOUN
21	kod	NOUN
21	qatarı	NOUN
21	skript	NOUN
21	dep	NOUN
21	esaplanıwı	NOUN
21	múmkin	NOUN
21	.	PUNCT
22	Biraq	NOUN
22	,	PUNCT
22	jańa	NOUN
22	xızmetkerlerdi	VERB
22	alıwdı	VERB
22	qısqartıw	VERB
22	hám	CCONJ
22	xızmetkerlerdi'ń	NOUN
22	jumıs	NUM
22	saatların	NOUN
22	sheklew	NUM
22	sıyaqlı	NUM
22	qárejetlerdi	VERB
22	qısqartıw	VERB
22	háreketlerinen	NOUN
22	keyin	NOUN
22	,	PUNCT
22	ol	PRON
22	altı	NUM
22	aydan	NOUN
22	soń	NUM
22	jumıstan	NUM
22	bosatıldı	VERB
22	,	PUNCT
22	keyinirek	NUM
22	bir	NUM
22	konferenciyada	NUM
22	ol	PRON
22	"olardı'ń	AUX
22	biznes	NUM
22	júrgiziw	VERB
22	usılına	NOUN
22	sáykes	NUM
22	kelmegenin"	NOUN
22	ayttı	VERB
22	.	PUNCT
23	Sayaxat	PROPN
23	bron	PROPN
23	etiw	VERB
23	sistemasında'ǵı	NOUN
23	komponentlerdiń	NOUN
23	mısalı	NOUN
24	Kod	NOUN
24	hám	CCONJ
24	hújjetlestiri	NOUN
24	w	NOUN
25	Apple	PROPN
25	American	PROPN
25	Express	PROPN
25	,	PUNCT
25	Mastercard	PROPN
25	hám	CCONJ
25	Visa	PROPN
25	menen	ADP
25	sheriklik	NOUN
25	etti	VERB
25	.	PUNCT
26	Bul	NOUN
26	siyrek	NUM
26	ushırasatuǵın	VERB
26	jazbalar	NOUN
26	tek	ADJ
26	Fox	PROPN
26	kinoteatrlarında	NOUN
26	satıldı	VERB
26	.	PUNCT
27	2006	PROPN
27	-	PUNCT
27	jıldan	NOUN
27	baslap	NOUN
27	,	PUNCT
27	arxitekturalıq	NUM
27	bilimlerdi	VERB
27	basqarıw	VERB
27	hám	CCONJ
27	arxitekturalıq	NUM
27	sheshimlerdi	NUM
27	izertlew	NUM
27	jámáátleri	NOUN
27	pát	NOUN
27	aldı	VERB
27	hám	CCONJ
27	bir	NUM
27	qatar	NUM
27	maqalalar	NUM
27	Evropa	PROPN
27	Baǵdarlamalıq	NUM
27	támiynat	NOUN
27	Arxitekturası	PROPN
27	Konferenciyası	NOUN
27	(	PUNCT
27	ECSA	NOUN
27	)	PUNCT
27	,	PUNCT
27	Baǵdarlamalıq	NUM
27	támiynat	NOUN
27	Arxitekturasını'ń	PROPN
27	Sapası	NOUN
27	(	PUNCT
27	QoSA	PROPN
27	)	PUNCT
27	hám	CCONJ
27	(	PUNCT
27	Jumıs	PROPN
27	)	PUNCT
27	Xalıqaralıq	PROPN
27	Baǵdarlamalıq	NOUN
27	támiynat	NOUN
27	Arxitekturası	PROPN
27	Konferenciyası	NOUN
27	(	PUNCT
27	ICSA	NOUN
27	)	PUNCT
27	sıyaqlı	NUM
27	iri	ADJ
27	baǵdarlamalıq	NUM
27	támiynat	NOUN
27	arxitekturası	NOUN
27	konferenciyalarında	NOUN
27	járiyalandı	VERB
27	.	PUNCT
28	Bul	VERB
28	princip	ADJ
28	adamǵa	NUM
28	óz	NUM
28	jumıs	NUM
28	funkciyaların	NUM
28	orınlawı	NUM
28	ushın	ADP
28	kiriw	VERB
28	huqıqların	NOUN
28	beredi	NOUN
28	[	PUNCT
28	125]	NUM
28	.	PUNCT
29	Dvorak	PROPN
29	sonday	PROPN
29	-	PUNCT
29	aq	NOUN
29	,	PUNCT
29	kompaniyanıń	NOUN
29	Google	PROPN
29	Reader	PROPN
29	-	PUNCT
29	di	AUX
29	qápelimde	NUM
29	biykarlawın	NUM
29	esapqa	NOUN
29	alıp	VERB
29	,	PUNCT
29	xızmettiń	NUM
29	animaciyalaw	NUM
29	ushın	ADP
29	foto	NOUN
29	súwretlerdi'ń	NOUN
29	jaman	NUM
29	tańlawın	NUM
29	hám	CCONJ
29	uzaq	NUM
29	múddetlilik	NUM
29	kepillikleriniń	NOUN
29	joqlıǵın	NUM
29	atap	NOUN
29	ótti	VERB
29	.	PUNCT
30	Maǵlıwmatlardı	VERB
30	kórseti	NOUN
30	w	NOUN
31	Bul	VERB
31	tildi'ń	NOUN
31	bas	ADJ
31	arxitektorı	ADJ
31	tárepinen	NUM
31	quramalılıqlardı'ń	NOUN
31	aldın	VERB
31	alıw	VERB
31	hám	CCONJ
31	pútkil	NUM
31	CLI	NUM
31	boyınsha	NOUN
31	arxitekturalıq	NOUN
31	talaplardı	VERB
31	ápiwayılastırıw	VERB
31	ushın	ADP
31	qabıl	NUM
31	etilgen	VERB
31	dizayn	NOUN
31	sheshimi	NOUN
31	boldı	VERB
31	.	PUNCT
32	2009	PROPN
32	-	PUNCT
32	2015	NOUN
32	:	PUNCT
32	Jáhán	PROPN
32	rekordlı	ADJ
32	transferi	NOUN
32	hám	CCONJ
32	izbe	NOUN
32	-	PUNCT
32	iz	NOUN
32	Altın	NOUN
32	top	NOUN
32	jeńisler	NOUN
32	i	NOUN
33	Lui	PROPN
33	Puzen	PROPN
33	1970	PROPN
33	-	PUNCT
33	jılları	NOUN
33	CYCLADES	PROPN
33	tarmaǵında	NOUN
33	ushınan	NOUN
33	-	PUNCT
33	ushına	NOUN
33	strategiyasın	NOUN
33	qollanıwda	NUM
33	birinshi	NOUN
33	boldı	VERB
33	.	PUNCT
34	Izlew	PROPN
34	qutısınıń	NUM
34	astında	NOUN
34	,	PUNCT
34	paydalanıwshınıń	NUM
34	sońǵı	NUM
34	izlewleri	NOUN
34	hám	CCONJ
34	xızmettegi	NUM
34	ulıwma	NUM
34	trendtegi	NUM
34	izlewler	NOUN
34	dizimi	NOUN
34	kórsetiledi	VERB
34	.	PUNCT
35	Edinburg	PROPN
35	Prologı	PROPN
35	de	CCONJ
35	-	PUNCT
35	fakto	NUM
35	standartqa	NOUN
35	aylandı	VERB
35	hám	CCONJ
35	ISO	NOUN
35	standartı	NOUN
35	Prologtıń	PROPN
35	anıqlamasına	NOUN
35	kúshli	NOUN
35	tásir	NOUN
35	etti	VERB
35	.	PUNCT
36	Turaqlı	ADJ
36	diskler	NOUN
36	shiyki	NUM
36	blok	NOUN
36	qurılmaları	NOUN
36	retinde	NOUN
36	qollanıla	NOUN
36	aladı	VERB
36	.	PUNCT
37	King's	PROPN
37	Cup	PROPN
37	,	PUNCT
37	Kirin	PROPN
37	Cup	PROPN
37	,	PUNCT
37	Intercontinental	PROPN
37	Cup	PROPN
37	hám	CCONJ
37	China	PROPN
37	Cup	PROPN
37	sıyaqlı	NUM
37	kóp	NUM
37	milletli	ADJ
37	futbol	NOUN
37	turnirlerindegi	NUM
37	matchlar	NUM
37	ádette	NUM
37	FIFA	NOUN
37	tárepinen	NUM
37	xalıqaralıq	NUM
37	joldaslıq	NUM
37	ushırasıwlar	VERB
37	sıpatında	NOUN
37	qaraladı	VERB
37	.	PUNCT
38	Mısalı	NOUN
38	:	PUNCT
38	fonema	NOUN
38	,	PUNCT
38	morfema	NOUN
38	,	PUNCT
38	atom	NOUN
38	,	PUNCT
38	vodorod	NOUN
38	,	PUNCT
38	xlor	NOUN
38	,	PUNCT
38	okis	NOUN
38	,	PUNCT
38	fizika	NOUN
38	,	PUNCT
38	akustika	NOUN
38	,	PUNCT
38	biologiya	NOUN
38	,	PUNCT
38	anatomiya	NOUN
38	hám	CCONJ
38	t	NOUN
38	.b.	PUNCT
39	Eki	NUM
39	serial	NOUN
39	arasında'ǵı	ADJ
39	úziliksiz	NUM
39	baylanıs	NUM
39	1986	PROPN
39	-	PUNCT
39	jılı	NUM
39	,	PUNCT
39	Dallastıń	PROPN
39	onınshı	NUM
39	máwsiminiń	PROPN
39	premyerasında	NOUN
39	Bobbidiń	PROPN
39	bıltırǵı	NUM
39	ólimi	NUM
39	tús	NUM
39	dep	NUM
39	járiyalanǵanda	NUM
39	,	PUNCT
39	úzildi	VERB
39	.	PUNCT
40	Mánisi	PROPN
40	bir	NUM
40	semantikalıq	NUM
40	maydanǵa	NUM
40	kiretuǵın	VERB
40	sózler	NUM
40	belgili	NOUN
40	dárejede	NUM
40	keńirek	NUM
40	kólemdegi	NUM
40	"tematikalıq	NOUN
40	topardı"	NOUN
40	payda	NOUN
40	etedi	VERB
40	.	PUNCT
41	Gemstone	PROPN
41	(	PUNCT
41	Servio	PROPN
41	Logic	PROPN
41	retinde	NOUN
41	)	PUNCT
41	toplam	NOUN
41	teoriyalıq	NUM
41	model	ADJ
41	maǵlıwmatlar	NOUN
41	bazası	NOUN
41	mashinasın	NUM
41	qurıwdı	VERB
41	basladı	VERB
41	.	PUNCT
42	Simvolikalıq	NUM
42	usıl	ADJ
42	,	PUNCT
42	yaǵnıy	ADJ
42	,	PUNCT
42	simvollar	ADJ
42	menen	ADP
42	manipulyaciya	NOUN
42	jasawdıń	NUM
42	qaǵıydalar	NUM
42	toplamın	NOUN
42	qoldan	NUM
42	kodlaw	NUM
42	,	PUNCT
42	sózlik	NUM
42	izlew	ADJ
42	menen	ADP
42	birge	NUM
42	,	PUNCT
42	tariyxıy	NUM
42	jaqtan	NUM
42	ulıwma	NUM
42	JI	PROPN
42	hám	CCONJ
42	ásirese	NUM
42	NLP	NOUN
42	tárepinen	NUM
42	qollanılǵan	VERB
42	birinshi	NUM
42	usıl	NOUN
42	boldı	VERB
42	:	PUNCT
42	mısalı	NOUN
42	,	PUNCT
42	grammatika	NOUN
42	jazıw	VERB
42	yamasa	ADJ
42	stemping	NUM
42	ushın	ADP
42	evristikalıq	NUM
42	qaǵıydalar	VERB
42	oylap	NUM
42	tabıw	VERB
42	arqalı	ADJ
42	.	PUNCT
43	Objectivity	PROPN
43	/	PUNCT
43	D	NOUN
43	B	NOUN
44	AQSH	NOUN
44	húkimetiniń	NOUN
44	NSA	NOUN
44	hám	CCONJ
44	DARPA	PROPN
44	támiyinlegen	VERB
44	ǵárejeti	PROPN
44	menen	ADP
44	SRI	NOUN
44	sóylew	PROPN
44	hám	CCONJ
44	sóylewshini	NOUN
44	tanıw	VERB
44	boyınsha	NOUN
44	izertlew	PROPN
44	alıp	VERB
44	bardı	VERB
44	.	PUNCT
45	Noyabr	PROPN
45	2008	PROPN
45	:	PUNCT
45	Google	NOUN
45	Google	NOUN
45	hám	CCONJ
45	onıń	NUM
45	baspashı	NOUN
45	sherikleri	NOUN
45	tárepinen	NUM
45	skanerlengen	VERB
45	nárseler	NUM
45	boyınsha	NUM
45	7	NUM
45	million	NOUN
45	kitap	NOUN
45	belgisine	NOUN
45	jetti	VERB
45	.	PUNCT
46	Aktivlik	NOUN
46	teoriyası	NOUN
46	:	PUNCT
46	Adam	NOUN
46	-	PUNCT
46	kompyuter	NOUN
46	óz	NOUN
46	-	PUNCT
46	ara	NOUN
46	tásiri	NOUN
46	(	PUNCT
46	HCI	NOUN
46	)	PUNCT
46	tarawında	NOUN
46	adamlardı'ń	NOUN
46	kompyuterler	NOUN
46	menen	ADP
46	óz	NUM
46	-	PUNCT
46	ara	NUM
46	tásiri	NUM
46	júz	NUM
46	beretuǵın	VERB
46	kontekstti	NUM
46	anıqlaw	NUM
46	hám	CCONJ
46	izertlew	NOUN
46	ushın	ADP
46	qollanıladı	VERB
46	.	PUNCT
47	Shańaraq	PROPN
47	penen	NOUN
47	Bólisiw	VERB
47	funkciyasın	NOUN
47	iOS	PROPN
47	8	NUM
47	yamasa	NOUN
47	onnan	NUM
47	keyingi	ADJ
47	versiyası	NOUN
47	bar	NOUN
47	iPhone	NOUN
47	,	PUNCT
47	iPad	NOUN
47	yamasa	NOUN
47	iPod	NOUN
47	touch	PROPN
47	qurılmalarında	NOUN
47	,	PUNCT
47	OS	PROPN
47	X	PROPN
47	Yosemite	PROPN
47	(	PUNCT
47	versiya	NOUN
47	10.10	NUM
47	)	PUNCT
47	yamasa	NOUN
47	onnan	NUM
47	keyingi	NOUN
47	versiyası	NOUN
47	hám	CCONJ
47	iTunes	NOUN
47	12	NUM
47	bar	NOUN
47	Mac	NOUN
47	kompyuterinde	NOUN
47	,	PUNCT
47	yamasa	NOUN
47	Windows	NOUN
47	ushın	ADP
47	iCloud	NOUN
47	ornatılǵan	VERB
47	JK	PROPN
47	-	PUNCT
47	de	CCONJ
47	paydalanıwǵa	VERB
47	boladı	VERB
47	.	PUNCT
48	Google	NOUN
48	izlew	PROPN
48	sistemasınan	ADJ
48	tısqarı	NOUN
48	,	PUNCT
48	reklama	NOUN
48	beriwshiler	NUM
48	óz	NUM
48	reklamaların	NOUN
48	Googledı'ń	NOUN
48	sheriklik	NUM
48	tarmaǵında	NOUN
48	kórsetiw	VERB
48	imkaniyatına	NOUN
48	da	CCONJ
48	iye	NOUN
48	,	PUNCT
48	bul	VERB
48	tarmaqtıń	NOUN
48	aǵzaları	NOUN
48	alınǵan	VERB
48	tabıstıń	NUM
48	bir	DET
48	bólegin	NOUN
48	aladı	VERB
48	.	PUNCT
49	Jupyter	PROPN
49	Proekti	NOUN
49	(	PUNCT
49	ingl	NOUN
49	.	PUNCT
50	Olardı'ń	NOUN
50	maqseti	NOUN
50	simulyaciyanıń	NOUN
50	qashan	NOUN
50	hám	CCONJ
50	qay	NOUN
50	jerde	NOUN
50	júz	NUM
50	beriwi	NUM
50	múmkinligin	NUM
50	anıqlaw	NUM
50	hám	CCONJ
50	onı	NUM
50	toqtatıwdıń	NUM
50	jolların	NOUN
50	tabıw	VERB
50	edi	AUX
50	.	PUNCT
51	Bul	VERB
51	qorǵawshılardı'ń	NOUN
51	hújimler	NUM
51	haqqında	NUM
51	jetkilikli	NUM
51	túsinikke	NUM
51	iye	NUM
51	bolıwın	NUM
51	támiyinlew	NUM
51	ushın	ADP
51	isleniledi	VERB
51	;	PUNCT
51	komanda	NOUN
51	ayırım	ADJ
51	hújimlerdi	NUM
51	tolıq	NUM
51	súwretleytuǵın	VERB
51	maqalaları	NOUN
51	bar	NOUN
51	keń	NUM
51	kólem	NOUN
51	li	ADP
51	izertlew	NUM
51	blogın	NOUN
51	júrgizedi	NOUN
51	.	PUNCT
52	C23	NOUN
52	-	PUNCT
52	bul	VERB
52	házirgi	ADJ
52	tiykarǵı	NOUN
52	C	NOUN
52	tili	NOUN
52	standartı	NOUN
52	qayta	NOUN
52	kórip	NUM
52	shıǵılıwınıń	NOUN
52	rásmiy	NUM
52	emes	AUX
52	atı	NOUN
52	hám	CCONJ
52	ol	PRON
52	rawajlanıwınıń	NUM
52	úlken	VERB
52	bóliminde	NUM
52	"	PUNCT
52	C2X"	NOUN
52	dep	NOUN
52	atalǵan	PROPN
52	.	PUNCT
53	Pit	PROPN
53	Xolms	PROPN
53	-	PUNCT
53	Bleyk	PROPN
53	Merser	PROPN
53	aǵası	NOUN
53	rolinde	NOUN
53	,	PUNCT
53	Makstıń	PROPN
53	aǵası	NOUN
53	hám	CCONJ
53	Mayk	NOUN
53	penen	NOUN
53	Styudiń	PROPN
53	ájaǵası	NOUN
53	.	PUNCT
54	CUI	PROPN
54	virtual	ADJ
54	reallıqtı	NOUN
54	jaratıw	VERB
54	ushın	ADP
54	haqıyqıy	NUM
54	dúnyanı	NUM
54	bloklaǵanda	NUM
54	,	PUNCT
54	CUI	NOUN
54	virtual	ADJ
54	boladı	NUM
54	hám	CCONJ
54	virtual	NOUN
54	reallıq	NOUN
54	interfeysin	NOUN
54	paydalanadı	VERB
54	.	PUNCT
55	2022	NUM
55	-	PUNCT
55	jılı	NUM
55	"	PUNCT
55	People"	PROPN
55	jurnalına	NOUN
55	bergen	PROPN
55	intervyusinde	NOUN
55	,	PUNCT
55	kásiplesi	NOUN
55	Djo	PROPN
55	Peshi	PROPN
55	Kalkinniń	PROPN
55	"	PUNCT
55	haqıyqattan	NOUN
55	da	CCONJ
55	jaqsı	NUM
55	bala	NUM
55	ekenin	NOUN
55	hám	CCONJ
55	hátte	NUM
55	jas	PROPN
55	bolıwına	NOUN
55	qaramastan	NUM
55	júdá	NUM
55	kásiplik	NOUN
55	dárejede"	NUM
55	bolǵanın	NOUN
55	ayttı	VERB
55	.	PUNCT
56	Korpuslar	NOUN
56	hám	CCONJ
56	telefon	NOUN
56	reńleri	NOUN
56	otız	NUM
56	túrli	NUM
56	tús	NOUN
56	kombinaciyasın	NOUN
56	payda	NOUN
56	etedi	VERB
56	.	PUNCT
57	Ol	PRON
57	1989	PROPN
57	-	PUNCT
57	jılı	NOUN
57	premerası	NOUN
57	bolǵan	VERB
57	"	PUNCT
57	Cyborg"'tı	PROPN
57	tańladı	VERB
57	.	PUNCT
58	Hegmen	PROPN
58	karerasın	NOUN
58	1950	PROPN
58	-	PUNCT
58	jılı	NOUN
58	Nyu	PROPN
58	-	PUNCT
58	York	PROPN
58	shtatını'ń	NOUN
58	Vudstok	PROPN
58	qalasında'ǵı	NOUN
58	Vudstok	PROPN
58	teatrında	NOUN
58	Margaret	PROPN
58	Vebsterdi'ń	PROPN
58	mektebindegi	NUM
58	spektakllerde	NOUN
58	oynawdan	NUM
58	basladı	VERB
58	.	PUNCT
59	Facebook	NOUN
59	ushın	ADP
59	erte	NOUN
59	ilham	NOUN
59	deregi	NOUN
59	Cukerberg	PROPN
59	2002	PROPN
59	-	PUNCT
59	jılı	NOUN
59	pitkergen	VERB
59	Phillips	PROPN
59	Exeter	PROPN
59	Academy	PROPN
59	tayarlaw	PROPN
59	mektebi	NOUN
59	bolıwı	NOUN
59	múmkin	NOUN
59	.	PUNCT
60	2014	PROPN
60	-	PUNCT
60	jıldıń	NOUN
60	yanvar	NOUN
60	ayında	NOUN
60	New	PROPN
60	Model	PROPN
60	Army	PROPN
60	toparı	NOUN
60	"	PUNCT
60	Spirit	PROPN
60	of	INTJ
60	Football"	PROPN
60	joybarın	NOUN
60	qollap	PROPN
60	-	PUNCT
60	quwatlaw	PROPN
60	ushın	ADP
60	"	PUNCT
60	The	PROPN
60	Beautiful	PROPN
60	Game"	PROPN
60	atlı	NOUN
60	qosıq	PROPN
60	shıǵardı	NOUN
60	.	PUNCT
60	"	PUNCT
60	The	PROPN
60	Beautiful	PROPN
60	Game"	PROPN
